pair_id,subject_id,positive_earlier_calc,preassigned_axis,collection_wave,repeat,fold,model,score_kind,correct
PRIMARY_TRUSTED_0094,V5DEV_011,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0095,V5DEV_011,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0098,V5DEV_013,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0099,V5DEV_013,0,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0100,V5DEV_014,0,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0101,V5DEV_014,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0102,V5DEV_014,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0103,V5DEV_014,0,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0108,V5DEV_022,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0138,V5DEV_034,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0139,V5DEV_034,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0140,V5DEV_035,0,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0141,V5DEV_035,0,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0142,V5DEV_036,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0143,V5DEV_036,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0144,V5DEV_036,0,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0145,V5DEV_036,0,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0146,V5DEV_036,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0147,V5DEV_036,1,COMPETITIVE,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0162,V5DEV_075,1,PROJECT,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0164,V5DEV_080,1,PROJECT,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0189,V5DEV_152,1,STATUS,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0191,V5DEV_156,1,STATUS,ORIGINAL,2,3,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0005,V5DEVX_008,1,PROJECT,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0006,V5DEVX_008,0,PROJECT,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0007,V5DEVX_010,0,COMPETITIVE,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0008,V5DEVX_010,1,COMPETITIVE,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0009,V5DEVX_010,0,COMPETITIVE,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0010,V5DEVX_010,1,COMPETITIVE,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0027,V5DEVX_055,0,COMPETITIVE,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0028,V5DEVX_055,0,COMPETITIVE,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0036,V5DEVX_115,1,COMPETITIVE,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0037,V5DEVX_115,1,COMPETITIVE,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0039,V5DEVX_128,1,STATUS,E1,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0067,V5DEVE2_022,1,COMPETITIVE,E2,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0068,V5DEVE2_022,0,COMPETITIVE,E2,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0069,V5DEVE2_027,1,STATUS,E2,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0075,V5DEVE2_106,1,COMPETITIVE,E2,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0080,V5DEVE2_160,1,STATUS,E2,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0107,V5DEV_020,0,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0118,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0119,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0120,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0121,V5DEV_025,1,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0122,V5DEV_025,1,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0123,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0124,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0125,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0126,V5DEV_028,1,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0127,V5DEV_028,1,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0152,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0153,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0154,V5DEV_038,1,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0155,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0159,V5DEV_040,0,COMPETITIVE,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0169,V5DEV_106,1,STATUS,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0175,V5DEV_114,1,STATUS,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0176,V5DEV_114,1,STATUS,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0183,V5DEV_126,1,STATUS,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0184,V5DEV_126,1,STATUS,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0185,V5DEV_134,1,STATUS,ORIGINAL,2,4,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0005,V5DEVX_008,1,PROJECT,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0006,V5DEVX_008,0,PROJECT,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0007,V5DEVX_010,0,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0008,V5DEVX_010,1,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0009,V5DEVX_010,0,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0010,V5DEVX_010,1,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0027,V5DEVX_055,0,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0028,V5DEVX_055,0,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0036,V5DEVX_115,1,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0037,V5DEVX_115,1,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0039,V5DEVX_128,1,STATUS,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0067,V5DEVE2_022,1,COMPETITIVE,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0068,V5DEVE2_022,0,COMPETITIVE,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0069,V5DEVE2_027,1,STATUS,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0075,V5DEVE2_106,1,COMPETITIVE,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0080,V5DEVE2_160,1,STATUS,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0107,V5DEV_020,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0118,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0119,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0120,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0121,V5DEV_025,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0122,V5DEV_025,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0123,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0124,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0125,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0126,V5DEV_028,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0127,V5DEV_028,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0152,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0153,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0154,V5DEV_038,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0155,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0159,V5DEV_040,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0169,V5DEV_106,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0175,V5DEV_114,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0176,V5DEV_114,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0183,V5DEV_126,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0184,V5DEV_126,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0185,V5DEV_134,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0005,V5DEVX_008,1,PROJECT,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0006,V5DEVX_008,0,PROJECT,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0007,V5DEVX_010,0,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0008,V5DEVX_010,1,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0009,V5DEVX_010,0,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0010,V5DEVX_010,1,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0027,V5DEVX_055,0,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0028,V5DEVX_055,0,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0036,V5DEVX_115,1,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0037,V5DEVX_115,1,COMPETITIVE,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0039,V5DEVX_128,1,STATUS,E1,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0067,V5DEVE2_022,1,COMPETITIVE,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0068,V5DEVE2_022,0,COMPETITIVE,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0069,V5DEVE2_027,1,STATUS,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0075,V5DEVE2_106,1,COMPETITIVE,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0080,V5DEVE2_160,1,STATUS,E2,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0107,V5DEV_020,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0118,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0119,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0120,V5DEV_025,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0121,V5DEV_025,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0122,V5DEV_025,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0123,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0124,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0125,V5DEV_026,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0126,V5DEV_028,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0127,V5DEV_028,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0152,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0153,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0154,V5DEV_038,1,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0155,V5DEV_038,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0159,V5DEV_040,0,COMPETITIVE,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0169,V5DEV_106,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0175,V5DEV_114,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0176,V5DEV_114,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,1.0
PRIMARY_TRUSTED_0183,V5DEV_126,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0184,V5DEV_126,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0185,V5DEV_134,1,STATUS,ORIGINAL,2,4,TG10_MULTITASK_EFFECT_RIDGE_BALANCED,TASK_CONDITIONED_DIAGNOSTIC,0.0
PRIMARY_TRUSTED_0005,V5DEVX_008,1,PROJECT,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0006,V5DEVX_008,0,PROJECT,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0030,V5DEVX_089,1,COMPETITIVE,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0031,V5DEVX_089,0,COMPETITIVE,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0032,V5DEVX_089,1,COMPETITIVE,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0033,V5DEVX_103,0,COMPETITIVE,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0035,V5DEVX_108,1,STATUS,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0040,V5DEVX_131,0,STATUS,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0041,V5DEVX_131,1,STATUS,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0042,V5DEVX_131,0,STATUS,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0043,V5DEVX_131,1,STATUS,E1,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0060,V5DEVE2_003,1,STATUS,E2,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0067,V5DEVE2_022,1,COMPETITIVE,E2,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0068,V5DEVE2_022,0,COMPETITIVE,E2,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0074,V5DEVE2_083,1,COMPETITIVE,E2,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0080,V5DEVE2_160,1,STATUS,E2,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0090,V5DEV_008,0,COMPETITIVE,ORIGINAL,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0091,V5DEV_008,0,COMPETITIVE,ORIGINAL,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0092,V5DEV_009,1,COMPETITIVE,ORIGINAL,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
PRIMARY_TRUSTED_0107,V5DEV_020,0,COMPETITIVE,ORIGINAL,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,1.0
PRIMARY_TRUSTED_0109,V5DEV_023,1,COMPETITIVE,ORIGINAL,3,0,TG10_SHARED_RIDGE_BALANCED,GENERAL,0.0
